,ID,COUNTRY,HOSPITAL ID,HOSPITAL NAME,ADDRESS,NEIGHBORHOOD,CITY,STATE,ZIP,AREA,TELEPHONE,EXTENTION,EMAIL,AFFILIATION,NATURE OF ESTABLISHMENT,WEBSITE,TYPE OF ESTABLISHMENT,LEVEL OF CARE,VENTILATORS,BEDS TO VENTILATORS RATIO,LINEAR REGRESSION MODELING,google_search,lat_long,lat,long,
1284,14311,Mexico,CSIMS000094,HOSPITAL GENERAL DE SUBZONA CON MEDICINA FAMILIAR 19 HUIXTLA,ABASOLO NORTE 29 Y NEGRETE S/N,CENTRO,HUIXTLA,CHIAPAS,30640,964,{6420794},,MIGUEL.CALDERON@IMSS.GOB.MX,IMSS,Public,None,Hospital - General,2 - General Hospital,3,8.33,0.96,HOSPITAL GENERAL DE SUBZONA CON MEDICINA FAMILIAR 19 HUIXTLA HUIXTLA CHIAPAS MEXICO,"(15.137663, -92.46591889999999)",15.137663,-92.4659189,
1285,14787,Mexico,CLSMP000275,CLINICA LUPITA,COLON 212 ORIENTE,CENTRO,PIEDRAS NEGRAS,COAHUILA DE ZARAGOZA,26000,878,{7824666},,CLINICALUPITA@HOTMAIL.COM,Private,Private,WWW.CLINICALUPITA.COM.MX,Clinic,2 - General Hospital,3,8,0.78,CLINICA LUPITA PIEDRAS NEGRAS COAHUILA DE ZARAGOZA MEXICO,"(28.7093212, -100.5174984)",28.7093212,-100.5174984,
1286,15124,Mexico,TSSMP000590,CLINICA LAS FUENTES,BOULEVARD DEL MAESTRO 530,LAS FUENTES SECCION AZTLAN,REYNOSA,TAMAULIPAS,88740,899,{9255023},,CONTABILIDAD@HOSPITALLASFUENTES.COM,Private,Private,WWW.HOSPITALLASFUENTES.COM,Clinic,2 - General Hospital,3,8,0.67,CLINICA LAS FUENTES REYNOSA TAMAULIPAS MEXICO,"(26.0701359, -98.32248129999999)",26.0701359,-98.3224813,
1287,12856,Mexico,MSSMP001133,HOSPITAL CENTER VISTA HERMOSA; S.A. DE C.V.,AVENIDA TEOPANZOLCO 211 INTERIOR 401,VISTA HERMOSA,CUERNAVACA,MORELOS,62290,777,{1002129},,HOSPITALCENTERVISTAHERMOSA@GMAIL.COM,Private,Private,WWW.HOSPITALCENTERVISTAHERMOSA.COM.MX,Hospital - Specialized,3 - Specialized Hospital,3,8,1.47,HOSPITAL CENTER VISTA HERMOSA; S.A. DE C.V. CUERNAVACA MORELOS MEXICO,"(18.932047, -99.2212335)",18.932047,-99.2212335,
1288,13424,Mexico,CMSMP000051,CLINICA CORDOBA,IGNACIO ZARAGOZA 377,CENTRO,COLIMA,COLIMA,28000,312,{3138070},,LIC.TERESACORDOBA@HOTMAIL.COM,Private,Private,WWW.CLINICACORDOBACOLIMA.COM,Clinic,2 - General Hospital,3,8,1.05,CLINICA CORDOBA COLIMA COLIMA MEXICO,"(19.2397941, -103.721256)",19.2397941,-103.721256,
1289,25962,Mexico,HGPMX000016,HOSPITAL GENERAL PEMEX TULA,AVENIDA ORIENTE 201,UNIDAD HABITACIONAL PEMEX,TULA DE ALLENDE,HIDALGO,42800,773,"{7321974,7321749}",,JOSE.LUIS.NEGRETE@PEMEX.COM,PEMEX,,WWW.PEMEX.COM,Hospital - General,2 - General Hospital,3,7.67,1.73,HOSPITAL GENERAL PEMEX TULA TULA DE ALLENDE HIDALGO MEXICO,"(20.0589132, -99.33624209999999)",20.0589132,-99.3362421,
1290,13127,Mexico,QTSMP000191,HOSPITAL  LUIS MARTIN,ZARAGOZA PONIENTE 88,CENTRO,QUERETARO,QUERETARO,76000,442,{2142571},,HOSPITALLUISM@YAHOO.COM.MX,Private,Private,,Hospital - General,1 - Primary Care,3,7.67,0.31,HOSPITAL  LUIS MARTIN QUERETARO QUERETARO MEXICO,"(20.587706, -100.3946743)",20.587706,-100.3946743,
1291,15138,Mexico,ZSSSA002141,HOSPITAL COMUNITARIO VILLA DE COS,JOSE VASCONCELOS ESQUINA JAIME NUNO S/N,CENTRO,VILLA DE COS,ZACATECAS,98430,458,{9313074},,DRAMARYSB@HOTMAIL.COM,SSA,Public,,Hospital - General,2 - General Hospital,3,7.33,0.99,HOSPITAL COMUNITARIO VILLA DE COS VILLA DE COS ZACATECAS MEXICO,"(23.2820672, -102.341585)",23.2820672,-102.341585,
1292,12863,Mexico,SLSSA000193,HOSPITAL INTEGRAL ANGOSTURA,GABRIEL LEYVA SOLANO Y JAVIER MINA 72,LOS PINOS,ANGOSTURA,SINALOA,81600,697,{7340311},,HI_ANGOSTURA@HOTMAIL.COM,SSA,Public,None,Hospital - General,2 - General Hospital,3,7.33,0.73,HOSPITAL INTEGRAL ANGOSTURA ANGOSTURA SINALOA MEXICO,"(25.3682517, -108.1565192)",25.3682517,-108.1565192,
1293,13461,Mexico,MNSSA001886,CENTRO ESTATAL DE ATENCION ONCOLOGICA,GERTRUDIS BOCANEGRA 300,CUAUHTEMOC,MORELIA,MICHOACAN DE OCAMPO,58020,443,{3173025},,CEAODIRECCION@OUTLOOK.ES,SSA,Public,None,Hospital - Specialized,3 - Specialized Hospital,3,7.33,0.57,CENTRO ESTATAL DE ATENCION ONCOLOGICA MORELIA MICHOACAN DE OCAMPO MEXICO,"(19.6995631, -101.1823945)",19.6995631,-101.1823945,
1294,14095,Mexico,BCSMP000076,CLINICA ARCE QUIÑONEZ,CALLE CUARTA Y CALLEJON RIO TAMAZULA,GONZALEZ ORTEGA,MEXICALI,BAJA CALIFORNIA,21395,686,{5610221},,FELIX_HIRAM@HOTMAIL.COM,Private,Private,,Hospital - General,2 - General Hospital,3,7,0.51,CLINICA ARCE QUIÑONEZ MEXICALI BAJA CALIFORNIA MEXICO,"(32.5921501, -115.3953239)",32.5921501,-115.3953239,
1295,14608,Mexico,HGSSA002162,HOSPITAL INTEGRAL CINTA LARGA,CARRETERA MIXQUIAHUALA-TULA 3000,CINTA LARGA,MIXQUIAHUALA DE JUAREZ,HIDALGO,42700,738,"{7253604,7253660}",,HOSPITALCINTALARGA@YAHOO.COM.MX,SSA,Public,None,Hospital - General,2 - General Hospital,3,7,0.63,HOSPITAL INTEGRAL CINTA LARGA MIXQUIAHUALA DE JUAREZ HIDALGO MEXICO,"(20.1890754, -99.2248004)",20.1890754,-99.2248004,
1296,14882,Mexico,DGSMP000194,HOSPTAL CRUZ AZUL DE DURANGO,CALLE PINO SUAREZ 810,BUROCRATA,DURANGO,DURANGO,34279,618,"{8177509,8186270}",,CRUZAZULDGO@HOTMAIL.COM,Private,Private,,Hospital - General,2 - General Hospital,3,7,1.63,HOSPTAL CRUZ AZUL DE DURANGO DURANGO DURANGO MEXICO,"(24.0250299, -104.651573)",24.0250299,-104.651573,
1297,16286,Mexico,BCSMP000636,CENTRO MEDICO FLORENCE,GRAN FERREIRA 2224,JUAREZ,TIJUANA,BAJA CALIFORNIA NORTE,22150,664,{6848112},,DIRECCIONMEDICA@CENTROMEDICOFLORENCE.COM,Private,Private,WWW.CENTROMEDICOFLORENCE.COM,Hospital - Specialized,3 - Specialized Hospital,3,7,0.44,CENTRO MEDICO FLORENCE TIJUANA BAJA CALIFORNIA NORTE MEXICO,"(32.5226695, -117.0313419)",32.5226695,-117.0313419,
1298,14076,Mexico,OCSSA000594,HOSPITAL COMUNITARIO IXTLAN DE JUAREZ,VENUSTIANO CARRANZA S/N,CENTRO,IXTLAN DE JUAREZ,OAXACA,68725,951,"{5536109,5536105}",,HCIJ_06@HOTMAIL.COM,SSA,Public,None,Hospital - General,2 - General Hospital,3,6.67,1.2,HOSPITAL COMUNITARIO IXTLAN DE JUAREZ IXTLAN DE JUAREZ OAXACA MEXICO,"(17.3317187, -96.48801429999999)",17.3317187,-96.4880143,
1299,15517,Mexico,OCIMO004050,HOSPITAL RURAL SANTIAGO JUXTLAHUACA,CARRETERA JUXTLAHUACA KM. 1 S/N,DEL MAESTRO,SANTIAGO JUXTLAHUACA,OAXACA,69700,953,{5540307},,ENRIQUE.LOPEZOR@IMSS.GOB.MX,IMSS-BIENESTAR,Public,None,Hospital - Primary care,1 - Primary Care,3,6.67,1.23,HOSPITAL RURAL SANTIAGO JUXTLAHUACA SANTIAGO JUXTLAHUACA OAXACA MEXICO,"(17.3421503, -98.0138216)",17.3421503,-98.0138216,
1300,13665,Mexico,SPSMP000060,CLINICA METROPOLITANA,JUAREZ 800 ESQUINA MANUEL JOSE OTHON,OBRERA,SAN LUIS POTOSI,SAN LUIS POTOSI,79050,481,{3823842},,SANA_MET@HOTMAIL.COM,Private,Private,WWW.SANATORIOMETROPOLITANO.COM.MX,Clinic,3 - Specialized Hospital,3,6.33,0.51,CLINICA METROPOLITANA SAN LUIS POTOSI SAN LUIS POTOSI MEXICO,"(22.149722, -100.975)",22.149722,-100.975,
1301,13462,Mexico,MSSMP001034,HOSPITAL IMT - INSTITUTO MEXICANO DE TRASPLANTES,ALTA TENSION 580,CANTARRANAS,CUERNAVACA,MORELOS,62448,777,{3183362},,ETOLEDO@IMTSC.COM.MX,Private,Private,WWW.IMTSC.COM.MX,Clinic,4 - Specialized Hospital with Transplant,3,6.33,0.58,HOSPITAL IMT - INSTITUTO MEXICANO DE TRASPLANTES CUERNAVACA MORELOS MEXICO,"(18.9198416, -99.2196455)",18.9198416,-99.2196455,
1302,14240,Mexico,CSSMP000292,CLINICA HOSPITAL DEL SOCORRO,SEXTA ORIENTE 40,CENTRO,TAPACHULA DE CORDOVA Y ORDONEZ,CHIAPAS,30700,962,"{6252410,6255359}",,CLINICADELSOCORRO1@HOTMAIL.COM,Private,Private,WWW.CLINICADELSOCORRO.COM,Clinic,2 - General Hospital,3,6,0.69,CLINICA HOSPITAL DEL SOCORRO TAPACHULA DE CORDOVA Y ORDONEZ CHIAPAS MEXICO,"(14.9008596, -92.2612946)",14.9008596,-92.2612946,
1303,14367,Mexico,CSIMS000246,HOSPITAL GENERAL DE SUBZONA Y MEDICINA FAMIALIAR 15 TONALA,AVENIDA HIDALGO S/N,CENTRO,TONALA,CHIAPAS,30500,966,{6630029},,,IMSS,Public,,Hospital - General,,3,6,1.46,HOSPITAL GENERAL DE SUBZONA Y MEDICINA FAMIALIAR 15 TONALA TONALA CHIAPAS MEXICO,"(16.0950691, -93.76292869999999)",16.0950691,-93.7629287,
1304,15541,Mexico,DFSSA000053,HOSPITAL PEDIATRICO AZCAPOTZALCO,CASTILLA ORIENTE 90,AZCAPOTZALCO,AZCAPOTZALCO,CDMX,2000,55,"{55612854,55610891}",,HPADIREC@GMAIL.COM,SSA,Public,None,Hospital - General,2 - General Hospital,3,5.67,1.17,HOSPITAL PEDIATRICO AZCAPOTZALCO AZCAPOTZALCO CDMX MEXICO,"(19.4844155, -99.1854393)",19.4844155,-99.1854393,
1305,14480,Mexico,DGSMP000363,SANATORIO SAN JOSE,AVENIDA JAVIER MINA 245 NORTE,,GOMEZ PALACIO,DURANGO,35000,871,{7051910},,VERO@SANATORIOSANJOSE.COM,Private,Private,,,2 - General Hospital,3,5.67,1.57,SANATORIO SAN JOSE GOMEZ PALACIO DURANGO MEXICO,"(25.5667004, -103.5008264)",25.5667004,-103.5008264,
1306,13118,Mexico,NTSMP000296,CLINICA SANTA MARIA,12 DE OCTUBRE 566,SAN ANTONIO,TEPIC,NAYARIT,63158,311,"{2138277,2131399}",,CLINICASANTAMARIATEPIC@GMAIL.COM,Private,Private,WWW.CLINICASANTAMARIATEPIC.COM,Clinic,2 - General Hospital,3,5.67,1.23,CLINICA SANTA MARIA TEPIC NAYARIT MEXICO,"(21.4953748, -104.8941282)",21.4953748,-104.8941282,
1307,15859,Mexico,NLSMP000694,CLINICA DEL CARMEN CENTRO DE ESPECIALIDADES MEDICAS DR. ANDRES ZAMBRANO CACERES A. C.,PLATINO,SANTA CRUZ ARBOLEDAS,GUADALUPE,NUEVO LEON,67196,818,{32611197},,CLINICAHOSPITALDELCARMEN@HOTMAIL.COM,Private,Private,WWW.CLINICAHOSPITALDELCARMEN.SACOM.MX,Clinic,1 - Primary Care,3,5.33,0.86,CLINICA DEL CARMEN CENTRO DE ESPECIALIDADES MEDICAS DR. ANDRES ZAMBRANO CACERES A. C. GUADALUPE NUEVO LEON MEXICO,"(25.6754789, -100.3509869)",25.6754789,-100.3509869,
1308,14013,Mexico,MNSMP000646,HOSPITAL JIQUILPAN SAN RAFAEL; S.A. DE C.V.,CARRETERA JIQUILPAN-SAHUAYO S/N,ARBOLEDAS,JIQUILPAN DE JUAREZ,MICHOACAN DE OCAMPO,59510,353,{5332510},,HSANRAFAEL2@HOTMAIL.COM,Private,Private,None,Hospital - General,2 - General Hospital,3,5.33,0.52,HOSPITAL JIQUILPAN SAN RAFAEL; S.A. DE C.V. JIQUILPAN DE JUAREZ MICHOACAN DE OCAMPO MEXICO,"(20.0024726, -102.7177315)",20.0024726,-102.7177315,
1309,14004,Mexico,MNSMP002232,MORELIA MEDICA CENTER S.A  DE C.V,AND. TANGANXUAN 89,AMPLIACION JARANE,LAZARO CARDENAS,MICHOACAN DE OCAMPO,60950,753,{5321222},,JESUS.ALCARAZ@CLINICAMORELIA.COM,Private,Private,,Clinic,2 - General Hospital,3,5,1.14,MORELIA MEDICA CENTER S.A  DE C.V LAZARO CARDENAS MICHOACAN DE OCAMPO MEXICO,"(17.96774, -102.2214602)",17.96774,-102.2214602,
1310,14633,Mexico,GTSMP000675,CENTRO MEDICO LA PRESA S.A. DE C.V.,PASEO DE LA PRESA 85,,GUANAJUATO,GUANAJUATO,36000,473,{1023100},,FARMACIA_CPM@HOTMAIL.COM,Private,Private,,Clinic,2 - General Hospital,3,5,0.76,CENTRO MEDICO LA PRESA S.A. DE C.V. GUANAJUATO GUANAJUATO MEXICO,"(21.0039825, -101.2471363)",21.0039825,-101.2471363,
1311,13603,Mexico,TCSMP000121,HOSPITAL PRIVADO SANTA FE S.A.C.V.,JUAREZ 106,CENTRO,CENTRO,TABASCO,86280,993,{3560823},,SANTANASANTAFE@HOTMAIL.COM,Private,Private,,Hospital - General,2 - General Hospital,3,5,1.01,HOSPITAL PRIVADO SANTA FE S.A.C.V. CENTRO TABASCO MEXICO,"(17.9850905, -92.8277679)",17.9850905,-92.8277679,
1312,15420,Mexico,JCSMP001310,SERVICIOS HOSPITALARIOS SANTA CATALINA; S.A. DE C.V.,PABLO VALDEZ 719,SAN JUAN DE DIOS,GUADALAJARA,JALISCO,44360,33,{38831080},,DIRECCIONMEDICA@HOSPITALCATALINA.COM,Private,Private,WWW.HOSPITALCATALINA.COM.MX,Hospital - General,2 - General Hospital,3,4.67,1.04,SERVICIOS HOSPITALARIOS SANTA CATALINA; S.A. DE C.V. GUADALAJARA JALISCO MEXICO,"(20.6815051, -103.3287204)",20.6815051,-103.3287204,
1313,15101,Mexico,ZSSMP000022,ESPECIALIDADES MEDICAS SANTA ELENA,AV. GUERRERO NO. 143,CENTRO,ZACATECAS,ZACATECAS,98000,492,{9226970},,SANTA_ELENA12@HOTMAIL.COM,Private,Private,,Clinic,2 - General Hospital,3,4.67,-1,ESPECIALIDADES MEDICAS SANTA ELENA ZACATECAS ZACATECAS MEXICO,"(22.772199, -102.571885)",22.772199,-102.571885,
1314,14522,Mexico,SLSMP000440,CLISMA S .C.,MARIANO ESCOBEDO 331-1 PONIENTE,CENTRO,CULIACAN,SINALOA,80000,667,{7134021},,DIRECCION@NCSM.COM.MX,Private,Private,,Clinic,2 - General Hospital,3,4.67,1.07,CLISMA S .C. CULIACAN SINALOA MEXICO,"(24.8034342, -107.397519)",24.8034342,-107.397519,
1315,13269,Mexico,QTSMP000145,CLINICA MEDICA SAN FRANCISCO; S.A. DE C.V.,JUAN CABALLERO Y OSIO 397,EL CORTIJO,QUERETARO,AGUASCALIENTES,76020,442,{2482672},,ADMINISTRACION@CLINICASANFRANCISCO.COM.MX,Private,Private,WWW.CLINICASANFRANCISCO.COM.MX,Clinic,2 - General Hospital,3,4.67,1.21,CLINICA MEDICA SAN FRANCISCO; S.A. DE C.V. QUERETARO AGUASCALIENTES MEXICO,"(20.599261, -100.3706887)",20.599261,-100.3706887,
1316,15705,Mexico,DFSMP001666,CLINICA QUIRURGICA SINDI,SUR 20 235,AGRICOLA ORIENTAL,IZTACALCO,CDMX,8500,55,{57587454},,,Private,Private,,,,3,4.33,0.86,CLINICA QUIRURGICA SINDI IZTACALCO CDMX MEXICO,"(19.3875088, -99.06400909999999)",19.3875088,-99.0640091,
1317,13645,Mexico,SRSMP000331,CLINICA DE ESPECIALIDADES SANTA FE  DE CABORCA; S.C.,AVENIDA J 78 NORTE,CENTRO,CABORCA,SONORA,83600,637,{3722099},,SANTAFECLINICA@HOTMAIL.COM,Private,Private,,,,3,4.33,1.2,CLINICA DE ESPECIALIDADES SANTA FE  DE CABORCA; S.C. CABORCA SONORA MEXICO,"(30.7157509, -112.1566581)",30.7157509,-112.1566581,
1318,15707,Mexico,DFSMP004693,URGENCIAS MEDICO QUIRURGICAS SANATORIO MATERNIDAD SA DE CV,NORTE 176 547,PENSADOR MEXICANO,VENUSTIANO CARRANZA,CDMX,15510,55,{57600266},,UMG_NUEVA_IMAGEN@HOTMAIL.COM,Private,Private,,,,3,4.33,1.19,URGENCIAS MEDICO QUIRURGICAS SANATORIO MATERNIDAD SA DE CV VENUSTIANO CARRANZA CDMX MEXICO,"(19.4420466, -99.08722259999999)",19.4420466,-99.0872226,
1319,15455,Mexico,DFSMP000435,CLINICA SANATORIO LUZ,AVENIDA TECNOLOGICO 36,DEL BOSQUE,GUSTAVO A. MADERO,CDMX,7190,55,{53062107},,,Private,Private,,,,3,4.33,0.83,CLINICA SANATORIO LUZ GUSTAVO A. MADERO CDMX MEXICO,"(19.5466202, -99.1439613)",19.5466202,-99.1439613,
1320,14403,Mexico,BCSMP000303,CLINICA DR. CARRILLO PEÑA,AVENIDA INGENIERO JUAN OJEDA 553,BUENAVISTA,TIJUANA,BAJA CALIFORNIA,22340,664,{6821813},,GINNITA2000@HOTMAIL.COM,Private,Private,,Clinic,2 - General Hospital,3,4,0.44,CLINICA DR. CARRILLO PEÑA TIJUANA BAJA CALIFORNIA MEXICO,"(32.5197098, -116.9856754)",32.5197098,-116.9856754,
1321,14827,Mexico,DGSMP000305,CLINICA DE MATERNIDAD NUESTRA SENORA DEL REFUGIO,DIAZ 132,TIERRA BLANCA,DURANGO,DURANGO,34139,618,{8119333},,,Private,Private,None,Clinic,2 - General Hospital,3,4,0.13,CLINICA DE MATERNIDAD NUESTRA SENORA DEL REFUGIO DURANGO DURANGO MEXICO,"(24.0188932, -104.666149)",24.0188932,-104.666149,
1322,14248,Mexico,GTSDN000010,HOSPITAL MILITAR REGIONAL DE IRAPUATO GUANAJUATO,BOULEVARD PASEO DE LA SOLIDARIDAD 8169,MORELOS,IRAPUATO,GUANAJUATO,36585,462,{6261235},,FACTURASHMRS@HOTMAIL.COM,SEDENA,,None,Hospital - General,2 - General Hospital,3,4,0.93,HOSPITAL MILITAR REGIONAL DE IRAPUATO GUANAJUATO IRAPUATO GUANAJUATO MEXICO,"(20.6659435, -101.3288188)",20.6659435,-101.3288188,
1323,12916,Mexico,BSSMP000096,CENTRAL DE ESPECIALIDADES MEDICAS DE LA PAZ; S.A. DE C.V.,DE LOS DELFINES 110,FRACCIONAMIENTO FIDEPAZ,LA PAZ,BAJA CALIFORNIA SUR,23090,612,{1240400},,CEM1A@PRODIGY.NET.MX,Private,Private,CENTRALDEESPECIALIDADESMEDICAS.COM,Hospital - General,2 - General Hospital,3,4,0.61,CENTRAL DE ESPECIALIDADES MEDICAS DE LA PAZ; S.A. DE C.V. LA PAZ BAJA CALIFORNIA SUR MEXICO,"(24.1303016, -110.3425699)",24.1303016,-110.3425699,
1324,13690,Mexico,NLSMP000513,CLINICA MEDICA MARIA LUISA SANTA CATARINA,AVENIDA LICENCIADO LUIS DONALDO COLOSIO MURRIETA 401,RESIDENCIAL CUAUHTEMOC,SANTA CATARINA,NUEVO LEON,66350,81,"{83905699,83907373}",,MEDICOS@CLINICAML.COM.MX,Private,Private,WWW.CLINICAML.COM.MX,Clinic,2 - General Hospital,3,3.67,0.95,CLINICA MEDICA MARIA LUISA SANTA CATARINA SANTA CATARINA NUEVO LEON MEXICO,"(25.6867163, -100.4474132)",25.6867163,-100.4474132,
1325,13486,Mexico,MNSMP000465,CLINICA ESPAÑA,PERIFERICO REPUBLICA 5996,BUENA VISTA,MORELIA,MICHOACAN DE OCAMPO,58228,443,{3234758},,CLINICACHARO_MORELIA@LIVE.COM.MX,Private,Private,,Clinic,2 - General Hospital,3,3.33,0.52,CLINICA ESPAÑA MORELIA MICHOACAN DE OCAMPO MEXICO,"(19.7059504, -101.1949825)",19.7059504,-101.1949825,
1326,14383,Mexico,CSSMP000531,POLICLINICA SAN JACINTO,SEGUNDA SUR ORIENTE ENTRE PERIFERICO SUR Y PRIMER CALLEJON SN,BARRIO CENTRO,OCOSINGO,CHIAPAS,29950,919,{6730739},,,Private,Private,,Clinic,1 - Primary Care,3,3.33,-1,POLICLINICA SAN JACINTO OCOSINGO CHIAPAS MEXICO,"(16.9095816, -92.0885852)",16.9095816,-92.0885852,
1327,14125,Mexico,CHSMP000660,SOS HOSPITAL PEDIATRICO,CALZADA BELISARIO CHAVEZ NO. 4621,AGRICOLA SAN ANTONIO,CUAUHTEMOC,CHIHUAHUA,31510,625,{5824545},,SOSPEDIATRICO@YAHOO.COM.MX,Private,Private,,Hospital - General,2 - General Hospital,3,3.33,0.18,SOS HOSPITAL PEDIATRICO CUAUHTEMOC CHIHUAHUA MEXICO,"(28.4173524, -106.8707963)",28.4173524,-106.8707963,
1328,14766,Mexico,CLSMP000181,CLINICA HOSPITAL NARVAEZ,GUERERO 720,CENTRO,ACUÑA,COAHUILA DE ZARAGOZA,26200,877,{7725427},,HOSPITAL@YAHOO.COM.MX,Private,Private,,Hospital - General,2 - General Hospital,3,3.33,0.44,CLINICA HOSPITAL NARVAEZ ACUÑA COAHUILA DE ZARAGOZA MEXICO,"(0, 0)",0,0,
1329,15039,Mexico,HGSMP000811,CLINICA Y FARMACIA HUEJUTLA; S.A.,JUAN MOGICA UGALDE 11-B,CENTRO,HUEJUTLA DE REYES,HIDALGO,43000,789,{8960428},,,Private,Private,,,,3,3.33,0.98,CLINICA Y FARMACIA HUEJUTLA; S.A. HUEJUTLA DE REYES HIDALGO MEXICO,"(21.1382604, -98.4215816)",21.1382604,-98.4215816,
1330,13559,Mexico,MNSMP001305,CLINICA SAN JOSE,IBARRA 133,CENTRO,PATZCUARO,MICHOACAN DE OCAMPO,61600,434,{3424162},,,Private,Private,,,,3,3,0.81,CLINICA SAN JOSE PATZCUARO MICHOACAN DE OCAMPO MEXICO,"(19.5159723, -101.6165071)",19.5159723,-101.6165071,
1331,13236,Mexico,PLSMP002073,UNIDAD HOSPITALARIA GUADALUPE HIDALGO,HERMANOS SERDAN 118 LOTE 9,,PUEBLA,PUEBLA,72490,222,{2412248},,HOSPITALARIAGUADALUPEHIDALGO@GMAIL.COM,Private,Private,,,2 - General Hospital,3,2.67,-1,UNIDAD HOSPITALARIA GUADALUPE HIDALGO PUEBLA PUEBLA MEXICO,"(18.974702, -98.23953949999999)",18.974702,-98.2395395,
1332,12868,Mexico,BCSMP000134,CLINICA SAGRADO CORAZON,LIRIO 1115,LA MORITA II,TIJUANA,BAJA CALIFORNIA,22234,664,{1037890},,SGARCIAVILLANUEVA@YAHOO.COM.MX,Private,Private,,,,3,2.33,0.51,CLINICA SAGRADO CORAZON TIJUANA BAJA CALIFORNIA MEXICO,"(32.474529, -116.841949)",32.474529,-116.841949,
1333,15059,Mexico,ASSMP000275,CENTRO MEDICO AGUASCALIENTES,AVENIDA LAS AMERICAS 903,FRACCIONAMIENTO SANTA ELENA,AGUASCALIENTES,AGUASCALIENTES,20230,449,{9133664},,AMBULATORIALASAMERICAS@HOTMAIL.COM,Private,Private,,Hospital - Ambulatory,2 - General Hospital,3,2.33,0.89,CENTRO MEDICO AGUASCALIENTES AGUASCALIENTES AGUASCALIENTES MEXICO,"(21.8671737, -102.2834992)",21.8671737,-102.2834992,
1334,15528,Mexico,DFSMP000172,CLINICA PEDIATRICA Y OBSTETRICA SAN FRANCISCO S.C.,CAJEME 43,ALVARO OBREGON,VENUSTIANO CARRANZA,CDMX,15990,55,{55520055},,ALFONSOTORIZ@YAHOO.COM,Private,Private,,,,3,2,1.07,CLINICA PEDIATRICA Y OBSTETRICA SAN FRANCISCO S.C. VENUSTIANO CARRANZA CDMX MEXICO,"(19.4121779, -99.12125329999999)",19.4121779,-99.1212533,
1335,14152,Mexico,CHSMP000264,CLINICA Y MATERNIDAD REGINA S.A.DE C.V.,AVENIDA INSURGENTES 4352,FRACCIONAMIENTO LOS NOGALES,JUAREZ,CHIHUAHUA,32350,656,{6114828},,"POLICLINICAREGINA@HOTMAIL,COM",Private,Private,WWW.POLICLINICAREGINA.COM/,Clinic,2 - General Hospital,3,2,-1,CLINICA Y MATERNIDAD REGINA S.A.DE C.V. JUAREZ CHIHUAHUA MEXICO,"(31.7314726, -106.4467479)",31.7314726,-106.4467479,
1336,15453,Mexico,MCSMP000121,CLINICA SAN MIGUEL,PLAN DE AYALA 82,ALFREDO V. BONFIL,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,53718,55,{53040969},,,Private,Private,,Clinic,2 - General Hospital,3,1.67,0.1,CLINICA SAN MIGUEL NAUCALPAN DE JUAREZ ESTADO DE MEXICO MEXICO,"(19.438887, -99.26419519999999)",19.438887,-99.2641952,
1337,13851,Mexico,TLSMP000392,HOSPITAL DE JESUS,REFORMA NORTE 115,CENTRO,HUAMANTLA,TLAXCALA,90500,247,{4720015},,HOSPITALDEJESUS2@HOTMAIL.COM,Private,Private,,Hospital - General,1 - Primary Care,3,1.67,0.25,HOSPITAL DE JESUS HUAMANTLA TLAXCALA MEXICO,"(19.3143713, -97.92389980000002)",19.3143713,-97.9238998,
1338,13829,Mexico,TLSMP000293,SANATORIO MALINTZI,HIDALGO ESQUINA JOSEFA ORTIZ DE DOMINGUEZ 36,JESUS XOLALPAN,SAN FRANCISCO TETLANOHCAN,TLAXCALA,90843,246,{4618332},,JAIMEGR_@HOTMAIL.COM,Private,Private,None,Clinic,2 - General Hospital,3,1.33,-1,SANATORIO MALINTZI SAN FRANCISCO TETLANOHCAN TLAXCALA MEXICO,"(19.2659927, -98.1609795)",19.2659927,-98.1609795,
1339,13501,Mexico,MSSMP000940,QUIRURGICO AZTECA,AVENIDA 17 DE ABRIL 69,AZTECA,TEMIXCO,MORELOS,62588,777,{3252549},,DR_ARENAS76@HOTMAIL.COM,Private,Private,None,Clinic,1 - Primary Care,3,1.33,-1,QUIRURGICO AZTECA TEMIXCO MORELOS MEXICO,"(18.84899, -99.23616)",18.84899,-99.23616,
1340,16077,Mexico,BCSMP002070,CLINICA MEDICA QUIRURGICA VALLE DORADO,LAGO VICTORIA 755,FRACCIONAMIENTO VALLE DORADO,ENSENADA,BAJA CALIFORNIA,22890,646,"{1208578,45646210234}",,CLINICAQXVD@GMAIL.COM,Private,Private,None,Clinic,2 - General Hospital,3,1,0.49,CLINICA MEDICA QUIRURGICA VALLE DORADO ENSENADA BAJA CALIFORNIA MEXICO,"(31.829991, -116.5912308)",31.829991,-116.5912308,
1341,13613,Mexico,MSSMP000532,CLINICA Y MATERNIDAD XOCHITEPEC,AVENIDA EMILIANO ZAPATA S/N,BENITO JUAREZ,XOCHITEPEC,MORELOS,62790,777,{3612399},,DR.MIGUEL.PINEDA@GMAIL.COM,Private,Private,None,Clinic,1 - Primary Care,3,1,-1,CLINICA Y MATERNIDAD XOCHITEPEC XOCHITEPEC MORELOS MEXICO,"(18.793252, -99.238939)",18.793252,-99.238939,
